Date,Index_Value
2016-12-21,138.114177
2016-12-22,138.074
2016-12-23,138.324549
2016-12-27,138.759533
2016-12-28,137.567332
2016-12-29,137.613422
2016-12-30,136.750047
2016-12-30,136.142336
2017-01-03,137.144562
2017-01-04,137.578392
2017-01-05,137.481054
2017-01-06,137.868593
2017-01-09,137.67288
2017-01-10,137.711355
2017-01-11,137.911885
2017-01-12,137.565804
2017-01-13,137.722611
2017-01-17,136.9559
2017-01-18,136.839652
2017-01-19,136.281361
2017-01-20,136.782672
2017-01-23,136.83397
2017-01-24,137.490215
2017-01-25,138.525482
2017-01-26,138.49111
2017-01-27,138.772588
2017-01-30,137.977663
2017-01-31,137.977877
2017-02-01,138.34078
2017-02-02,138.078657
2017-02-03,139.052386
2017-02-06,138.914749
2017-02-07,139.010088
2017-02-08,139.191195
2017-02-09,139.907972
2017-02-10,140.352071
2017-02-13,141.131071
2017-02-14,141.828996
2017-02-15,142.769233
2017-02-16,142.612534
2017-02-17,142.642749
2017-02-21,143.744206
2017-02-22,143.656896
2017-02-23,143.817512
2017-02-24,144.414409
2017-02-27,144.654198
2017-02-28,144.140538
2017-03-01,145.918895
2017-03-02,145.294385
2017-03-03,145.409029
2017-03-06,145.005951
2017-03-07,144.680138
2017-03-08,144.346565
2017-03-09,144.499785
2017-03-10,145.188509
2017-03-13,145.316712
2017-03-14,144.964113
2017-03-15,146.167768
2017-03-16,145.737426
2017-03-17,145.615432
2017-03-20,145.523447
2017-03-21,143.867335
2017-03-22,144.097785
2017-03-23,143.696653
2017-03-24,143.55806
2017-03-27,143.386729
2017-03-28,144.191971
2017-03-29,144.186136
2017-03-30,144.634459
2017-03-31,144.007266
2017-03-31,143.573285
2017-04-03,143.513324
2017-04-04,143.788339
2017-04-05,143.476251
2017-04-06,143.695992
2017-04-07,143.672848
2017-04-10,143.778168
2017-04-11,143.442727
2017-04-12,143.054802
2017-04-13,142.055675
2017-04-17,143.208387
2017-04-18,142.97885
2017-04-19,142.834641
2017-04-20,144.105176
2017-04-21,143.839209
2017-04-24,145.699891
2017-04-25,146.723401
2017-04-26,146.847784
2017-04-27,147.125041
2017-04-28,146.881338
2017-05-01,147.151602
2017-05-02,147.242149
2017-05-03,147.365496
2017-05-04,147.512375
2017-05-05,147.85447
2017-05-08,148.020153
2017-05-09,147.971144
2017-05-10,148.202938
2017-05-11,147.9281
2017-05-12,147.993134
2017-05-15,148.846336
2017-05-16,148.84618
2017-05-17,146.158685
2017-05-18,146.882485
2017-05-19,147.810776
2017-05-22,148.293062
2017-05-23,148.776099
2017-05-24,149.440387
2017-05-25,150.180952
2017-05-26,150.193205
2017-05-30,150.051068
2017-05-31,149.88542
2017-06-01,150.811716
2017-06-02,151.397808
2017-06-05,151.400243
2017-06-06,151.260994
2017-06-07,151.780724
2017-06-08,151.790598
2017-06-09,151.764146
2017-06-12,151.488473
2017-06-13,152.036766
2017-06-14,152.059655
2017-06-15,151.596376
2017-06-16,151.628356
2017-06-19,152.809455
2017-06-20,152.022112
2017-06-21,151.820714
2017-06-22,151.620492
2017-06-23,151.698252
2017-06-26,151.631059
2017-06-27,150.646099
2017-06-28,151.926632
2017-06-29,150.735292
2017-06-30,150.89219
2017-06-30,151.270751
2017-07-03,151.599491
2017-07-05,151.836595
